epoch,relative_s,type,gimbal_0,gimbal_1,gimbal_2,gimbal_3,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16,channel_17,channel_18,channel_19,channel_20,channel_21,channel_22,channel_23,channel_24,channel_25,channel_26,channel_27,channel_28,channel_29,channel_30,channel_31,channel_32,elrs_timing_us,elrs_link_status,elrs_link_valid,elrs_seq,ext_sub_index,ext_descriptor,ext_value,idle
1776145580.926659,0.480000,channel,2269,2725,1040,1000,35037,35493,33808,33768,65036,6291,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,3072,,,,,,,,False
1776145580.966659,0.520000,channel,2431,2679,960,1000,35199,35447,33728,33768,65036,6815,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,3328,,,,,,,,False
1776145581.006659,0.560000,channel,2588,2628,880,1000,35356,35396,33648,33768,65036,7339,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,3584,,,,,,,,False
1776145581.046659,0.600000,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,242,True,2,,,,
1776145581.046659,0.600000,channel,2738,2575,800,1000,35506,35343,33568,33768,65036,7864,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,3840,,,,,,,,False
1776145581.086658,0.639999,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1293,
1776145581.086658,0.639999,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1499,
1776145581.086658,0.639999,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1245,
1776145581.086658,0.639999,channel,2881,2518,720,1000,35649,35286,33488,33768,65036,8388,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,4096,,,,,,,,False
1776145581.126658,0.679999,channel,3017,2458,640,1000,35785,35226,33408,33768,65036,8912,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,4352,,,,,,,,False
1776145581.166658,0.719999,channel,3145,2395,560,1000,35913,35163,33328,33768,65036,9437,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,4608,,,,,,,,False
1776145581.206658,0.759999,channel,3265,2328,480,1000,36033,35096,33248,33768,65036,9961,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,4864,,,,,,,,False
1776145581.246658,0.799999,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,256,True,3,,,,
1776145581.246658,0.799999,channel,3377,2259,400,1000,36145,35027,33168,33768,65036,10485,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,5120,,,,,,,,False
1776145581.286658,0.839999,channel,3480,2186,320,1000,36248,34954,33088,33768,65036,11009,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,5376,,,,,,,,False
1776145581.326658,0.879999,channel,3575,2111,240,1000,36343,34879,33008,33768,65036,11534,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,5632,,,,,,,,False
1776145581.366658,0.919999,channel,3660,2033,160,1000,36428,34801,32928,33768,65036,12058,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,5888,,,,,,,,False
1776145581.406658,0.959999,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1410,
1776145581.406658,0.959999,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1461,
1776145581.406658,0.959999,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1088,
1776145581.406658,0.959999,channel,3737,1953,80,1000,36505,34721,32848,33768,65036,12582,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,6144,,,,,,,,False
1776145581.446658,0.999999,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,268,True,4,,,,
1776145581.446658,0.999999,channel,3804,1870,0,1000,36572,34638,32768,33768,65036,13106,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,6400,,,,,,,,False
1776145581.486658,1.039999,channel,3861,1785,-79,-1000,36629,34553,32689,31768,32768,13631,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,6656,,,,,,,,False
1776145581.526658,1.079999,channel,3909,1697,-159,-1000,36677,34465,32609,31768,32768,14155,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,6912,,,,,,,,False
1776145581.566658,1.119999,channel,3946,1607,-239,-1000,36714,34375,32529,31768,32768,14679,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,7168,,,,,,,,False
1776145581.606658,1.159999,channel,3974,1515,-319,-1000,36742,34283,32449,31768,32768,15204,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,7424,,,,,,,,False
1776145581.646658,1.199999,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,279,True,5,,,,
1776145581.646658,1.199999,channel,3992,1421,-399,-1000,36760,34189,32369,31768,32768,15728,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,7680,,,,,,,,False
1776145581.686658,1.239999,channel,3999,1325,-479,-1000,36767,34093,32289,31768,32768,16252,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,7936,,,,,,,,False
1776145581.726658,1.279999,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1481,
1776145581.726658,1.279999,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1373,
1776145581.726658,1.279999,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,921,
1776145581.726658,1.279999,channel,3997,1228,-559,-1000,36765,33996,32209,31768,32768,16776,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,8192,,,,,,,,False
1776145581.766658,1.319999,channel,3984,1129,-639,-1000,36752,33897,32129,31768,32768,17301,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,8448,,,,,,,,False
1776145581.806658,1.359999,channel,3961,1028,-719,-1000,36729,33796,32049,31768,32768,17825,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,8704,,,,,,,,False
1776145581.846658,1.399999,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,287,True,6,,,,
1776145581.846658,1.399999,channel,3929,927,-799,-1000,36697,33695,31969,31768,32768,18349,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,8960,,,,,,,,False
1776145581.886658,1.439999,channel,3886,824,-879,-1000,36654,33592,31889,31768,32768,18874,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,9216,,,,,,,,False
1776145581.926658,1.479999,channel,3834,719,-959,-1000,36602,33487,31809,31768,32768,19398,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,9472,,,,,,,,False
1776145581.966658,1.519999,channel,3771,614,-1039,-1000,36539,33382,31729,31768,32768,19922,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,9728,,,,,,,,False
1776145582.006658,1.559999,channel,3700,509,-1119,-1000,36468,33277,31649,31768,32768,20446,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,9984,,,,,,,,False
1776145582.046658,1.599999,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,294,True,7,,,,
1776145582.046658,1.599999,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1499,
1776145582.046658,1.599999,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1243,
1776145582.046658,1.599999,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,763,
1776145582.046658,1.599999,channel,3619,402,-1199,-1000,36387,33170,31569,31768,32768,20971,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,10240,,,,,,,,False
1776145582.086658,1.639999,channel,3529,295,-1279,-1000,36297,33063,31489,31768,32768,21495,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,10496,,,,,,,,False
1776145582.126657,1.679998,channel,3430,188,-1359,-1000,36198,32956,31409,31768,32768,22019,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,10752,,,,,,,,False
1776145582.166657,1.719998,channel,3322,80,-1439,-1000,36090,32848,31329,31768,32768,22544,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,11008,,,,,,,,False
1776145582.206657,1.759998,channel,3206,-26,-1519,-1000,35974,32742,31249,31768,32768,23068,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,11264,,,,,,,,False
1776145582.246657,1.799998,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,298,True,8,,,,
1776145582.246657,1.799998,channel,3082,-134,-1599,-1000,35850,32634,31169,31768,32768,23592,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,11520,,,,,,,,False
1776145582.286657,1.839998,channel,2950,-242,-1679,-1000,35718,32526,31089,31768,32768,24116,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,11776,,,,,,,,False
1776145582.326657,1.879998,channel,2810,-349,-1759,-1000,35578,32419,31009,31768,32768,24641,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,12032,,,,,,,,False
1776145582.366657,1.919998,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1460,
1776145582.366657,1.919998,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1086,
1776145582.366657,1.919998,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,632,
1776145582.366657,1.919998,channel,2664,-455,-1839,-1000,35432,32313,30929,31768,32768,25165,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,12288,,,,,,,,False
1776145582.406657,1.959998,channel,2510,-562,-1919,-1000,35278,32206,30849,31768,32768,25689,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,12544,,,,,,,,False
1776145582.446657,1.999998,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,299,True,9,,,,
1776145582.446657,1.999998,channel,2351,-667,-1999,-1000,35119,32101,30769,31768,32768,26213,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,12800,,,,,,,,False
1776145582.486657,2.039998,channel,2185,-772,-1920,-1000,34953,31996,30848,31768,65036,26738,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,13056,,,,,,,,False
1776145582.526657,2.079998,channel,2014,-875,-1840,-1000,34782,31893,30928,31768,65036,27262,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,13312,,,,,,,,False
1776145582.566657,2.119998,channel,1838,-978,-1760,-1000,34606,31790,31008,31768,65036,27786,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,13568,,,,,,,,False
1776145582.606657,2.159998,channel,1657,-1079,-1680,-1000,34425,31689,31088,31768,65036,28311,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,13824,,,,,,,,False
1776145582.646657,2.199998,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,299,True,10,,,,
1776145582.646657,2.199998,channel,1472,-1179,-1600,-1000,34240,31589,31168,31768,65036,28835,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,14080,,,,,,,,False
1776145582.686657,2.239998,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1371,
1776145582.686657,2.239998,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,919,
1776145582.686657,2.239998,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,541,
1776145582.686657,2.239998,channel,1283,-1277,-1520,-1000,34051,31491,31248,31768,65036,29359,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,14336,,,,,,,,False
1776145582.726657,2.279998,channel,1091,-1373,-1440,-1000,33859,31395,31328,31768,65036,29883,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,14592,,,,,,,,False
1776145582.766657,2.319998,channel,897,-1468,-1360,-1000,33665,31300,31408,31768,65036,30408,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,14848,,,,,,,,False
1776145582.806657,2.359998,channel,700,-1561,-1280,-1000,33468,31207,31488,31768,65036,30932,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,15104,,,,,,,,False
1776145582.846657,2.399998,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,296,True,11,,,,
1776145582.846657,2.399998,channel,501,-1652,-1200,-1000,33269,31116,31568,31768,65036,31456,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,15360,,,,,,,,False
1776145582.886657,2.439998,channel,301,-1741,-1120,-1000,33069,31027,31648,31768,65036,31981,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,15616,,,,,,,,False
1776145582.926657,2.479998,channel,100,-1828,-1040,-1000,32868,30940,31728,31768,65036,32505,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,15872,,,,,,,,False
1776145582.966657,2.519998,channel,-100,-1912,-960,-1000,32668,30856,31808,31768,65036,33029,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,16128,,,,,,,,False
1776145583.006657,2.559998,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1240,
1776145583.006657,2.559998,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,761,
1776145583.006657,2.559998,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,501,
1776145583.006657,2.559998,channel,-301,-1994,-880,-1000,32467,30774,31888,31768,65036,33553,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,16384,,,,,,,,False
1776145583.046657,2.599998,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,290,True,12,,,,
1776145583.046657,2.599998,channel,-501,-2073,-800,-1000,32267,30695,31968,31768,65036,34078,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,16640,,,,,,,,False
1776145583.086657,2.639998,channel,-700,-2149,-720,-1000,32068,30619,32048,31768,65036,34602,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,16896,,,,,,,,False
1776145583.126657,2.679998,channel,-897,-2223,-640,-1000,31871,30545,32128,31768,65036,35126,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,17152,,,,,,,,False
1776145583.166656,2.719997,channel,-1091,-2294,-560,-1000,31677,30474,32208,31768,65036,35651,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,17408,,,,,,,,False
1776145583.206656,2.759997,channel,-1283,-2362,-480,-1000,31485,30406,32288,31768,65036,36175,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,17664,,,,,,,,False
1776145583.246656,2.799997,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,282,True,13,,,,
1776145583.246656,2.799997,channel,-1472,-2427,-400,-1000,31296,30341,32368,31768,65036,36699,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,17920,,,,,,,,False
1776145583.286656,2.839997,channel,-1657,-2488,-320,-1000,31111,30280,32448,31768,65036,37223,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,18176,,,,,,,,False
1776145583.326656,2.879997,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1083,
1776145583.326656,2.879997,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,630,
1776145583.326656,2.879997,extended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,517,
1776145583.326656,2.879997,channel,-1838,-2547,-240,-1000,30930,30221,32528,31768,65036,37748,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,18432,,,,,,,,False
1776145583.366656,2.919997,channel,-2014,-2602,-160,-1000,30754,30166,32608,31768,65036,38272,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,18688,,,,,,,,False
1776145583.406656,2.959997,channel,-2185,-2654,-80,-1000,30583,30114,32688,31768,65036,38796,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,18944,,,,,,,,False
1776145583.446656,2.999997,elrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,272,True,14,,,,
1776145583.446656,2.999997,channel,-2351,-2702,0,-1000,30417,30066,32768,31768,65036,39320,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,19200,,,,,,,,False
1776145583.486656,3.039997,channel,-2510,-2747,79,1000,30258,30021,32847,33768,32768,39845,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,19456,,,,,,,,False
1776145583.526656,3.079997,channel,-2664,-2789,159,1000,30104,29979,32927,33768,32768,40369,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,32768,19712,,,,,,,,False
